907754194	20190222	201902	2019	2019.1425	BEL	BRUSSELS	BEL								EUR	EUROPEAN	EUR								0	071	071	07	2	7.4	5	1	5	-0.74257425742574	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20200222173000	https://www.voanews.com/europe/eu-searches-way-forward-after-budget-deadlock
907754208	20200123	202001	2020	2020.0630	GOVHLH	HEALTH DEPARTMENT						GOV	HLH		NPL	NEPAL	NPL								1	040	040	04	1	1.0	5	1	5	-0.64935064935065	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	20200222173000	https://www.business-standard.com/article/current-affairs/coronavirus-up-reserves-820-isolation-beds-for-travellers-from-china-120022200966_1.html
907754209	20200123	202001	2020	2020.0630	NPL	NEPAL	NPL								GOV	CHIEF MINISTER						GOV			1	040	040	04	1	1.0	5	1	5	-0.64935064935065	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	20200222173000	https://www.business-standard.com/article/current-affairs/coronavirus-up-reserves-820-isolation-beds-for-travellers-from-china-120022200966_1.html
907754210	20200123	202001	2020	2020.0630	NPL	NEPAL	NPL								GOVHLH	HEALTH DEPARTMENT						GOV	HLH		1	040	040	04	1	1.0	5	1	5	-0.64935064935065	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	4	Maharajganj, Nepal (general), Nepal	NP	NP00	22364	27.5604	82.9558	-1022285	20200222173000	https://www.business-standard.com/article/current-affairs/coronavirus-up-reserves-820-isolation-beds-for-travellers-from-china-120022200966_1.html
907754211	20200123	202001	2020	2020.0630	REL	SAINT																			1	036	036	03	1	4.0	5	1	5	-1.61904761904762	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	0								3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20200222173000	https://www.catholicworldreport.com/2020/02/22/fr-emil-kapauns-path-to-sainthood-to-face-vatican-milestone-in-march/
907754212	20200123	202001	2020	2020.0630	REL	SAINT									USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	-1.61904761904762	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20200222173000	https://www.catholicworldreport.com/2020/02/22/fr-emil-kapauns-path-to-sainthood-to-face-vatican-milestone-in-march/
907754213	20200123	202001	2020	2020.0630	REL	SAINT									USAREL	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	-1.61904761904762	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20200222173000	https://www.catholicworldreport.com/2020/02/22/fr-emil-kapauns-path-to-sainthood-to-face-vatican-milestone-in-march/
907754214	20200123	202001	2020	2020.0630	REL	SAINT									USAREL	KANSAS	USA								1	036	036	03	1	4.0	1	1	1	-1.61904761904762	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20200222173000	https://www.catholicworldreport.com/2020/02/22/fr-emil-kapauns-path-to-sainthood-to-face-vatican-milestone-in-march/
907754215	20200123	202001	2020	2020.0630	USA	UNITED STATES	USA								REL	SAINT									1	036	036	03	1	4.0	2	1	2	-1.61904761904762	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20200222173000	https://www.catholicworldreport.com/2020/02/22/fr-emil-kapauns-path-to-sainthood-to-face-vatican-milestone-in-march/
907754216	20200123	202001	2020	2020.0630	USAREL	KANSAS	USA								REL	SAINT									1	036	036	03	1	4.0	3	1	3	-1.61904761904762	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20200222173000	https://www.catholicworldreport.com/2020/02/22/fr-emil-kapauns-path-to-sainthood-to-face-vatican-milestone-in-march/
907754217	20200215	202002	2020	2020.1233	EGY	EGYPTIAN	EGY								PSEREB	HAMAS	PSE					REB			0	046	046	04	1	7.0	1	1	1	-4.00616332819723	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20200222173000	https://www.jpost.com/Arab-Israeli-Conflict/Palestinians-to-resume-weekly-protests-on-Gaza-border-in-March-618406
907754218	20200215	202002	2020	2020.1233	EGY	EGYPTIAN	EGY								PSEREB	HAMAS	PSE					REB			0	046	046	04	1	7.0	1	1	1	-4.00616332819723	1	United States	US	US		39.828175	-98.5795	US	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20200222173000	https://www.jpost.com/Arab-Israeli-Conflict/Palestinians-to-resume-weekly-protests-on-Gaza-border-in-March-618406
907754219	20200215	202002	2020	2020.1233	JPN	JAPAN	JPN								BUS	SHOP OWNER						BUS			1	172	172	17	4	-5.0	10	1	10	-3.26504481434059	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20200222173000	https://soranews24.com/2020/02/22/tokyo-ramen-shop-owner-sets-japanese-only-rule-as-countermeasure-against-coronavirus/
907754220	20200215	202002	2020	2020.1233	PSEREB	HAMAS	PSE					REB			EGY	EGYPTIAN	EGY								0	046	046	04	1	7.0	1	1	1	-4.00616332819723	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20200222173000	https://www.jpost.com/Arab-Israeli-Conflict/Palestinians-to-resume-weekly-protests-on-Gaza-border-in-March-618406
907754221	20200215	202002	2020	2020.1233	PSEREB	HAMAS	PSE					REB			EGY	EGYPTIAN	EGY								0	046	046	04	1	7.0	1	1	1	-4.00616332819723	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	United States	US	US		39.828175	-98.5795	US	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20200222173000	https://www.jpost.com/Arab-Israeli-Conflict/Palestinians-to-resume-weekly-protests-on-Gaza-border-in-March-618406
907754222	20200215	202002	2020	2020.1233	RUS	RUSSIA	RUS								SPY	INTELLIGENCE						SPY			0	040	040	04	1	1.0	10	1	10	-2.46252676659529	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20200222173000	https://www.vox.com/policy-and-politics/2020/2/22/21148366/trump-las-vegas-rally-nevada-caucuses-results
907754223	20200215	202002	2020	2020.1233	SYRREB	SYRIA	SYR					REB			SYRMIL	SYRIA	SYR					MIL			0	190	190	19	4	-10.0	2	1	2	-6.65083135391924	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	20200222173000	https://ahvalnews.com/idlib/syrian-news-agency-shares-footage-russian-strike-turkish-military
907754224	20200215	202002	2020	2020.1233	USA	AMERICAN	USA								USACOP	UNITED STATES	USA					COP			1	190	190	19	4	-10.0	1	1	1	-5.10204081632653	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20200222173000	https://www.thetelegraph.com/news/crime/article/Detectives-Gunman-killed-Florida-trooper-without-15074710.php
907754225	20200215	202002	2020	2020.1233	USA	AMERICAN	USA								USACOP	UNITED STATES	USA					COP			1	193	193	19	4	-10.0	1	1	1	-5.10204081632653	3	Martin County, Florida, United States	US	USFL	FL085	27.0837	-80.4164	308550	3	Martin County, Florida, United States	US	USFL		27.0837	-80.4164	308550	3	Martin County, Florida, United States	US	USFL		27.0837	-80.4164	308550	20200222173000	https://www.thetelegraph.com/news/crime/article/Detectives-Gunman-killed-Florida-trooper-without-15074710.php
907754226	20200222	202002	2020	2020.1425											AFG	AFGHAN	AFG								0	173	173	17	4	-5.0	4	1	4	-7.46268656716418	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20200222173000	https://nationalpost.com/pmn/news-pmn/politics-news-pmn/lawyers-ask-u-s-britain-to-arrest-uae-officials-for-war-crimes-in-yemen
907754227	20200222	202002	2020	2020.1425											AFG	AFGHANISTAN	AFG								0	1822	182	18	4	-9.0	1	1	1	-7.46268656716418	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20200222173000	https://nationalpost.com/pmn/news-pmn/politics-news-pmn/lawyers-ask-u-s-britain-to-arrest-uae-officials-for-war-crimes-in-yemen
907754228	20200222	202002	2020	2020.1425											AFG	AFGHAN	AFG								0	1822	182	18	4	-9.0	3	1	3	-7.46268656716418	0								1	Afghanistan	AF	AF		33	66	AF	1	Nepal	NP	NP		28	84	NP	20200222173000	https://nationalpost.com/pmn/news-pmn/politics-news-pmn/lawyers-ask-u-s-britain-to-arrest-uae-officials-for-war-crimes-in-yemen
907754229	20200222	202002	2020	2020.1425											AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	-10.0746268656716	0								4	Pietermaritzburg, KwaZulu-Natal, South Africa	SF	SF02	77352	-29.6168	30.3928	-1272393	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20200222173000	https://www.news24.com/SouthAfrica/News/carcasses-litter-road-after-stock-thieves-crash-20190411
907754230	20200222	202002	2020	2020.1425											AGR	FARMER						AGR			1	013	013	01	1	0.4	5	1	5	-8.63636363636364	0								1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20200222173000	https://allafrica.com/stories/202002220246.html
907754231	20200222	202002	2020	2020.1425											BEL	WATERLOO	BEL								1	043	043	04	1	2.8	6	1	6	-1.32890365448505	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20200222173000	https://wcfcourier.com/news/local/crime-and-courts/double-murder-suspect-returns-to-iowa-photos/article_b5db97f1-2cd5-587f-a91a-72c16e166435.html
907754232	20200222	202002	2020	2020.1425											BUS	COMPANY						BUS			1	051	051	05	1	3.4	5	1	5	-4.90196078431372	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20200222173000	https://www.telecompaper.com/news/upc-switzerland-wants-to-cut-10-of-its-workforce--1327626
907754233	20200222	202002	2020	2020.1425											CAN	CANADA	CAN								1	042	042	04	1	1.9	8	1	8	3.7940379403794	0								4	Brant County, Ontario, Canada	CA	CA08	12653	43.0833	-80.25	-561587	4	Brant County, Ontario, Canada	CA	CA08	12653	43.0833	-80.25	-561587	20200222173000	http://www.heartfm.ca/news/local-news/brant-county-spca-to-host-national-cupcake-day/
907754234	20200222	202002	2020	2020.1425											CAN	CANADA	CAN								1	112	112	11	3	-2.0	1	1	1	-6.06060606060606	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20200222173000	https://www.france24.com/en/20200222-french-mental-health-charity-accuses-founder-of-sexual-abuse
907754235	20200222	202002	2020	2020.1425											CAN	CANADA	CAN								0	124	124	12	3	-4.0	3	1	3	-1.12219451371571	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20200222173000	https://www.castanet.net/news/BC/277686/Landlord-ordered-to-pay-11K-for-pressuring-new-mother-to-move
907754236	20200222	202002	2020	2020.1425											CAN	CANADA	CAN								1	173	173	17	4	-5.0	2	1	2	-5.51948051948052	0								4	Prince Albert, Saskatchewan, Canada	CA	CA11	154724	53.2	-105.75	-571717	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20200222173000	https://www.cranbrooktownsman.com/news/former-first-nations-chief-in-northern-saskatchewan-convicted-of-fraud-theft/
907754237	20200222	202002	2020	2020.1425											CHN	CHINA	CHN								1	042	042	04	1	1.9	24	6	24	-5.39879647725989	0								4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20200222173000	https://www.pantagraph.com/news/world/infections-climb-in-south-korea-as-world-fights-virus/article_79411391-f544-5af8-a452-ef0ea30d901d.html
907754238	20200222	202002	2020	2020.1425											CHN	CHINA	CHN								1	042	042	04	1	1.9	24	6	24	-5.39879647725989	0								4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	1	Iran	IR	IR		32	53	IR	20200222173000	https://www.pantagraph.com/news/world/infections-climb-in-south-korea-as-world-fights-virus/article_79411391-f544-5af8-a452-ef0ea30d901d.html
907754239	20200222	202002	2020	2020.1425											CHN	CHINA	CHN								0	042	042	04	1	1.9	5	1	5	-3.26504481434059	0								4	Sanji, Zhejiang, China	CH	CH02	13329	27.7859	118.885	10559130	4	Sanji, Zhejiang, China	CH	CH02	13329	27.7859	118.885	10559130	20200222173000	https://soranews24.com/2020/02/22/tokyo-ramen-shop-owner-sets-japanese-only-rule-as-countermeasure-against-coronavirus/
907754240	20200222	202002	2020	2020.1425											CHN	CHINA	CHN								1	061	061	06	2	6.4	20	2	20	-4.66926070038911	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20200222173000	https://rdnewsnow.com/2020/02/22/sars-lessons-help-canada-prep-for-covid-19-but-hospital-capacity-a-worry/
907754241	20200222	202002	2020	2020.1425											CHNCVL	CHINESE	CHN					CVL			0	046	046	04	1	7.0	3	1	3	-3.26504481434059	0								4	Sanji, Zhejiang, China	CH	CH02	13329	27.7859	118.885	10559130	4	Sanji, Zhejiang, China	CH	CH02	13329	27.7859	118.885	10559130	20200222173000	https://soranews24.com/2020/02/22/tokyo-ramen-shop-owner-sets-japanese-only-rule-as-countermeasure-against-coronavirus/
907754242	20200222	202002	2020	2020.1425											CHR	CHRISTIAN				CHR					0	042	042	04	1	1.9	6	1	6	-9.78723404255323	0								3	Reed College, Oregon, United States	US	USOR		45.481	-122.63	1125919	3	Reed College, Oregon, United States	US	USOR		45.481	-122.63	1125919	20200222173000	http://www.nydailynews.com/news/crime/ny-portland-man-charged-stabbing-racist-rant-guilty-charges-20200222-qrp5odl4dvcsbpfplvgmf33t3a-story.html
907754243	20200222	202002	2020	2020.1425											CHRCTH	CATHOLIC				CHR	CTH				1	036	036	03	1	4.0	5	1	5	1.20772946859903	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20200222173000	https://www.news-herald.com/news/cuyahoga-county/fish-fry-dinners-being-held-in-northeast-ohio-during-lent/article_b2b1ea2e-51c2-11ea-b07b-9f174534832b.html
907754244	20200222	202002	2020	2020.1425											CHRCTH	ROMAN CATHOLIC				CHR	CTH				0	042	042	04	1	1.9	6	1	6	1.56826568265682	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20200222173000	https://ezorigin.csmonitor.com/World/Making-a-difference/2020/0219/A-T-shirt-shop-grows-in-Brooklyn-and-brings-hope-to-young-lives
907754245	20200222	202002	2020	2020.1425											COP	POLICE OFFICER						COP			1	020	020	02	1	3.0	2	1	2	-5.16351118760758	0								3	Dallas County Jail, Iowa, United States	US	USIA		41.6185	-94.018	2333473	3	Dallas County Jail, Iowa, United States	US	USIA		41.6185	-94.018	2333473	20200222173000	https://news.yahoo.com/iowa-professor-bound-gagged-husband-190940451.html
907754246	20200222	202002	2020	2020.1425											COP	DEPUTIES						COP			1	020	020	02	1	3.0	2	1	2	-5.16351118760758	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20200222173000	https://news.yahoo.com/iowa-professor-bound-gagged-husband-190940451.html
907754247	20200222	202002	2020	2020.1425											COP	DEPUTY						COP			1	046	046	04	1	7.0	6	1	6	-5.00000000000001	0								4	Iitti, Kymenlaakso Region, Finland	FI	FI25	16228	60.8667	26.3833	-1366423	4	Iitti, Kymenlaakso Region, Finland	FI	FI25	16228	60.8667	26.3833	-1366423	20200222173000	https://yle.fi/uutiset/osasto/news/surge_in_complaints_by_children_in_care/11223236
907754248	20200222	202002	2020	2020.1425											CRM	KIDNAPPER						CRM			1	173	173	17	4	-5.0	10	1	10	-3.44827586206896	0								4	Azizabad, North-West Frontier, Pakistan	PK	PK03	40346	34.1258	71.8686	-2755159	4	Azizabad, North-West Frontier, Pakistan	PK	PK03	40346	34.1258	71.8686	-2755159	20200222173000	http://dunyanews.tv/en/Crime/533712-Karachi-police-recover-two-missing-sisters
907754249	20200222	202002	2020	2020.1425											CUB	HAVANA	CUB								1	043	043	04	1	2.8	1	1	1	0.48661800486618	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20200222173000	https://themilitant.com/2020/02/22/cuban-revolution-taught-us-to-go-where-were-needed-in-the-world/
907754250	20200222	202002	2020	2020.1425											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	2	1	2	-0.5231037489102	0								3	Pierson City Hall, Iowa, United States	US	USIA		42.5439	-95.867	1995490	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20200222173000	http://klem1410.com/2020/02/22/saturday-news-february-22nd/
907754251	20200222	202002	2020	2020.1425											CVL	COMMUNITY						CVL			0	046	046	04	1	7.0	2	1	2	-0.5231037489102	0								3	Pierson City Hall, Iowa, United States	US	USIA		42.5439	-95.867	1995490	3	Pierson City Hall, Iowa, United States	US	USIA		42.5439	-95.867	1995490	20200222173000	http://klem1410.com/2020/02/22/saturday-news-february-22nd/
907754252	20200222	202002	2020	2020.1425											EDU	STUDENT						EDU			1	036	036	03	1	4.0	5	1	5	4.28954423592493	0								3	Champaign County, Ohio, United States	US	USOH		40.1334	-83.7666	1074023	3	Champaign County, Ohio, United States	US	USOH		40.1334	-83.7666	1074023	20200222173000	https://www.springfieldnewssun.com/news/local/champaign-county-students-participate-district-science-day/yWqRDpSsnBP8g0IcOunZhI/
907754253	20200222	202002	2020	2020.1425											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	3	1	3	-1.23456790123457	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20200222173000	https://www.stuff.co.nz/national/health/119663371/thousands-more-plasma-donors-needed-to-meet-growing-demand
907754254	20200222	202002	2020	2020.1425											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	2	1	2	-1.23456790123457	0								4	White Island, New Zealand (general), New Zealand	NZ	NZ00	22391	-45.9333	170.5	-1521769	4	White Island, New Zealand (general), New Zealand	NZ	NZ00	22391	-45.9333	170.5	-1521769	20200222173000	https://www.stuff.co.nz/national/health/119663371/thousands-more-plasma-donors-needed-to-meet-growing-demand
907754255	20200222	202002	2020	2020.1425											EDU	COLLEGE						EDU			1	190	190	19	4	-10.0	2	1	2	-9.78723404255323	0								3	Multnomah County, Oregon, United States	US	USOR		45.5001	-122.418	1135861	3	Multnomah County, Oregon, United States	US	USOR		45.5001	-122.418	1135861	20200222173000	http://www.nydailynews.com/news/crime/ny-portland-man-charged-stabbing-racist-rant-guilty-charges-20200222-qrp5odl4dvcsbpfplvgmf33t3a-story.html
